feature,feature_type,n_missing,missing_fraction,n_unique,variance,most_frequent_fraction,is_constant,is_near_zero_variance,is_likely_identifier,is_duplicate,duplicate_of,missingness_class_0,missingness_class_1,n_invalid_or_infinite
V155,numeric,508595,0.8612371727571375,25,0.36322132477340974,0.7149185429251327,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V156,numeric,508595,0.8612371727571375,25,0.41887947424536004,0.7114772103239978,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V157,numeric,508595,0.8612371727571375,25,0.46514565096169663,0.6745988162792117,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V158,numeric,508595,0.8612371727571375,25,0.5392493490015791,0.6680578436756361,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V159,numeric,508589,0.8612270125647712,6663,69813461.96765974,0.8346084855584435,False,False,False,False,,0.8626019298901342,0.8233073609834003,0
V160,numeric,508589,0.8612270125647712,9621,20185609428.509434,0.7729130822076606,False,False,False,False,,0.8626019298901342,0.8233073609834003,0
V161,numeric,508595,0.8612371727571375,79,3472.7162614249382,0.9666361583989261,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V162,numeric,508595,0.8612371727571375,185,4787.972961281005,0.9641588870583928,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V163,numeric,508595,0.8612371727571375,106,3978.819791184902,0.965916163280249,False,False,False,False,,0.8626107037132574,0.8233557566665054,0
V164,numeric,508589,0.8612270125647712,1978,36592415.40563947,0.7793925638491294,False,False,False,False,,0.8626019298901342,0.8233073609834003,0
V165,numeric,508589,0.8612270125647712,2547,67621987.3927058,0.7638466888750595,False,False,False,False,,0.8626019298901342,0.8233073609834003,0
V166,numeric,508589,0.8612270125647712,987,1548688.8315488787,0.7619065051067101,False,False,False,False,,0.8626019298901342,0.8233073609834003,0
V167,numeric,450909,0.763553696616656,873,1780.9227406642522,0.7602967822331718,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V168,numeric,450909,0.763553696616656,965,2919.507610777394,0.7280618200829329,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V169,numeric,450721,0.7632353439225116,20,0.8189235939829173,0.9362890594268304,False,False,False,False,,0.774075809341314,0.464259788026908,0
V170,numeric,450721,0.7632353439225116,49,3.066500077105764,0.7260029037541392,False,False,False,False,,0.774075809341314,0.464259788026908,0
V171,numeric,450721,0.7632353439225116,62,5.976790904915399,0.6924523848690092,False,False,False,False,,0.774075809341314,0.464259788026908,0
V172,numeric,450909,0.763553696616656,32,0.8554294816522764,0.9224312652634443,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V173,numeric,450909,0.763553696616656,8,0.06992806922257534,0.9515651968402432,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V174,numeric,450721,0.7632353439225116,9,0.14422020448417908,0.885881031905535,False,False,False,False,,0.774075809341314,0.464259788026908,0
V175,numeric,450721,0.7632353439225116,15,0.7346766797523383,0.8838212260136319,False,False,False,False,,0.774075809341314,0.464259788026908,0
V176,numeric,450909,0.763553696616656,49,3.3467776433381693,0.8609835924687211,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V177,numeric,450909,0.763553696616656,862,1706.567487848556,0.8665482593406908,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V178,numeric,450909,0.763553696616656,1236,4822.936360564834,0.8510717534071947,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V179,numeric,450909,0.763553696616656,921,2549.1821831094408,0.8571735502861112,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V180,numeric,450721,0.7632353439225116,84,37.364245121638724,0.8793154006250938,False,False,False,False,,0.774075809341314,0.464259788026908,0
V181,numeric,450909,0.763553696616656,25,1.5599361690799924,0.8989264561594489,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V182,numeric,450909,0.763553696616656,84,33.55808462510302,0.8819101775393716,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V183,numeric,450909,0.763553696616656,42,8.684702633469808,0.8888284120288474,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V184,numeric,450721,0.7632353439225116,17,0.2956081458187229,0.9144322302405252,False,False,False,False,,0.774075809341314,0.464259788026908,0
V185,numeric,450721,0.7632353439225116,32,0.48962607632329314,0.9015727476237135,False,False,False,False,,0.774075809341314,0.464259788026908,0
V186,numeric,450909,0.763553696616656,39,1.497023535118372,0.9470318195816115,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V187,numeric,450909,0.763553696616656,215,97.70116842698626,0.9315696371149673,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V188,numeric,450721,0.7632353439225116,31,0.4505182513551854,0.8864317438974675,False,False,False,False,,0.774075809341314,0.464259788026908,0
V189,numeric,450721,0.7632353439225116,31,0.6281004796678938,0.8808745592516039,False,False,False,False,,0.774075809341314,0.464259788026908,0
V190,numeric,450909,0.763553696616656,43,2.1913424040379255,0.9227607050010385,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V191,numeric,450909,0.763553696616656,22,0.4590432390991718,0.980355365212596,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V192,numeric,450909,0.763553696616656,45,6.948292869789948,0.9739527755297892,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V193,numeric,450909,0.763553696616656,38,2.94051274184011,0.9770323209029513,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V194,numeric,450721,0.7632353439225116,8,0.09251204410968862,0.9191097061200552,False,False,False,False,,0.774075809341314,0.464259788026908,0
V195,numeric,450721,0.7632353439225116,17,0.14169169798385842,0.9172787675494747,False,False,False,False,,0.774075809341314,0.464259788026908,0
V196,numeric,450909,0.763553696616656,39,1.2228683617597051,0.9805200850813931,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V197,numeric,450721,0.7632353439225116,15,0.11348177303004181,0.9184660167788355,False,False,False,False,,0.774075809341314,0.464259788026908,0
V198,numeric,450721,0.7632353439225116,22,0.24311303478562313,0.9174432659366752,False,False,False,False,,0.774075809341314,0.464259788026908,0
V199,numeric,450909,0.763553696616656,46,2.7951251271028807,0.8972148018706447,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V200,numeric,450721,0.7632353439225116,46,1.5721466014608623,0.8421602214291334,False,False,False,False,,0.774075809341314,0.464259788026908,0
V201,numeric,450721,0.7632353439225116,56,2.0124771815992637,0.8325907065563335,False,False,False,False,,0.774075809341314,0.464259788026908,0
V202,numeric,450909,0.763553696616656,10970,21938248.65564489,0.7602967822331718,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V203,numeric,450909,0.763553696616656,14951,82912096.88970865,0.7033323545630985,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V204,numeric,450909,0.763553696616656,12858,36590167.70470042,0.7280618200829329,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V205,numeric,450909,0.763553696616656,2240,71046.47732215193,0.9224312652634443,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V206,numeric,450909,0.763553696616656,1780,36662.29820950479,0.9515651968402432,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V207,numeric,450909,0.763553696616656,3246,856877.2791127507,0.881509120467518,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V208,numeric,450721,0.7632353439225116,2552,3486.5629525896775,0.885881031905535,False,False,False,False,,0.774075809341314,0.464259788026908,0
V209,numeric,450721,0.7632353439225116,3451,62901.05246710222,0.8776632646492966,False,False,False,False,,0.774075809341314,0.464259788026908,0
V210,numeric,450721,0.7632353439225116,2836,7486.3548226872945,0.8838212260136319,False,False,False,False,,0.774075809341314,0.464259788026908,0
V211,numeric,450909,0.763553696616656,7624,20628291.64198564,0.8665482593406908,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V212,numeric,450909,0.763553696616656,8868,56191826.109070584,0.8510717534071947,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V213,numeric,450909,0.763553696616656,8317,29939114.98749877,0.8571735502861112,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V214,numeric,450909,0.763553696616656,2282,326994.44739177346,0.8989264561594489,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V215,numeric,450909,0.763553696616656,2747,1082544.0021474322,0.8819101775393716,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V216,numeric,450909,0.763553696616656,2532,462764.0411403181,0.8888284120288474,False,False,False,False,,0.7743513073873836,0.4657600542031651,0
V217,numeric,460110,0.7791343516103905,304,91.15197457505641,0.7535459633519895,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V218,numeric,460110,0.7791343516103905,401,193.7629391361705,0.6925860614889212,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V219,numeric,460110,0.7791343516103905,379,145.05869778963608,0.7232768534846278,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V220,numeric,449124,0.7605310393876791,26,1.004931887849088,0.9408199920801041,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V221,numeric,449124,0.7605310393876791,77,7.446305087244716,0.5849055269559315,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V222,numeric,449124,0.7605310393876791,76,8.490066071441904,0.5680686768116762,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V223,numeric,460110,0.7791343516103905,17,0.16179059871771873,0.9239822126811317,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V224,numeric,460110,0.7791343516103905,79,11.856386252109758,0.8591045004983516,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V225,numeric,460110,0.7791343516103905,35,1.6662164080339672,0.891842367553477,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V226,numeric,460110,0.7791343516103905,81,7.598012183324303,0.9382120677758184,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V227,numeric,449124,0.7605310393876791,50,4.199890251910884,0.9082140634723086,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V228,numeric,460110,0.7791343516103905,55,1.9873171614311373,0.8515372230315111,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V229,numeric,460110,0.7791343516103905,91,18.628080803291752,0.7974162385954152,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V230,numeric,460110,0.7791343516103905,66,4.50620672726693,0.8268726519972399,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V231,numeric,460110,0.7791343516103905,294,78.80323404535919,0.8654834010580388,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V232,numeric,460110,0.7791343516103905,338,109.41689282508895,0.8480947634746607,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V233,numeric,460110,0.7791343516103905,333,103.02014370976453,0.8568274170052902,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V234,numeric,449124,0.7605310393876791,122,128.2111439639208,0.851501951688635,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V235,numeric,460110,0.7791343516103905,24,0.8147578575541388,0.9025837614045849,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V236,numeric,460110,0.7791343516103905,46,4.632532895692,0.8860384880778962,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V237,numeric,460110,0.7791343516103905,40,2.946831435244462,0.894801809399678,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V238,numeric,449124,0.7605310393876791,24,0.3302311598341952,0.9203909034338406,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V239,numeric,449124,0.7605310393876791,24,0.379776761501834,0.9172441590767664,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V240,numeric,460110,0.7791343516103905,6,0.0024524486776896365,0.9992333052211915,False,True,False,False,,0.7890106110616852,0.5067511977931568,0
V241,numeric,460110,0.7791343516103905,5,0.0005136329502118058,0.999723989879629,False,True,False,False,,0.7890106110616852,0.5067511977931568,0
V242,numeric,460110,0.7791343516103905,21,0.4357455680139027,0.9402744767308134,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V243,numeric,460110,0.7791343516103905,43,1.9570683866189929,0.9219121367783485,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V244,numeric,460110,0.7791343516103905,23,0.48833129266711867,0.9398374607068926,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V245,numeric,449124,0.7605310393876791,58,3.316276591394746,0.7283122136109068,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V246,numeric,460110,0.7791343516103905,46,1.0823547223185244,0.915234225254926,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V247,numeric,460110,0.7791343516103905,19,0.07930101702780439,0.9827493674768075,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V248,numeric,460110,0.7791343516103905,23,0.7891505225179605,0.9626159625852948,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V249,numeric,460110,0.7791343516103905,23,0.279642626698299,0.9752127578011194,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V250,numeric,449124,0.7605310393876791,19,0.23852083416844413,0.7593624483792498,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V251,numeric,449124,0.7605310393876791,19,0.25124162087855795,0.7561520620014709,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V252,numeric,460110,0.7791343516103905,25,0.15174570089065664,0.982795369163536,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V253,numeric,460110,0.7791343516103905,66,13.050541500958412,0.9591505021850801,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V254,numeric,460110,0.7791343516103905,45,1.842942268068908,0.9736717012957142,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V255,numeric,449124,0.7605310393876791,46,0.8819543598961778,0.7575380437857102,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V256,numeric,449124,0.7605310393876791,48,0.9408084874273118,0.7543064434010296,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V257,numeric,460110,0.7791343516103905,49,1.6898868075609628,0.8881008970328912,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V258,numeric,460110,0.7791343516103905,67,4.063493403726491,0.8660047535076286,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V259,numeric,449124,0.7605310393876791,68,4.466659618966324,0.6892642982406517,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V260,numeric,460110,0.7791343516103905,9,0.14426955417048073,0.8912980142605229,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V261,numeric,460110,0.7791343516103905,41,1.7509389145979448,0.8476577474507399,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V262,numeric,460110,0.7791343516103905,21,0.3911936801326281,0.8717549643486928,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V263,numeric,460110,0.7791343516103905,10422,1676640.5188341453,0.7535459633519895,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V264,numeric,460110,0.7791343516103905,13358,5220436.668362912,0.6925860614889212,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V265,numeric,460110,0.7791343516103905,11757,2577669.668032609,0.7232768534846278,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V266,numeric,460110,0.7791343516103905,2178,43280.16859655592,0.9239822126811317,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V267,numeric,460110,0.7791343516103905,3616,415868.3905511803,0.8591045004983516,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V268,numeric,460110,0.7791343516103905,2756,96895.35102699554,0.891842367553477,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V269,numeric,460110,0.7791343516103905,151,42980.56209941944,0.98333972245649,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V270,numeric,449124,0.7605310393876791,2340,4291.19739086124,0.9096141879278158,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V271,numeric,449124,0.7605310393876791,2787,5497.885203068571,0.9055976692877751,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V272,numeric,449124,0.7605310393876791,2507,4861.39920322421,0.9082140634723086,False,False,False,False,,0.7711190309487836,0.4685186081401539,0
V273,numeric,460110,0.7791343516103905,7177,874576.4594807613,0.8654834010580388,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V274,numeric,460110,0.7791343516103905,8315,1584411.6329813665,0.8480947634746607,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V275,numeric,460110,0.7791343516103905,7776,1151078.2292696298,0.8568274170052902,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V276,numeric,460110,0.7791343516103905,2263,379036.8832485315,0.9025837614045849,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V277,numeric,460110,0.7791343516103905,2540,536036.8402217554,0.8860384880778962,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V278,numeric,460110,0.7791343516103905,2398,436407.977158148,0.894801809399678,False,False,False,False,,0.7890106110616852,0.5067511977931568,0
V279,numeric,12,2.0320384732617603e-05,881,441.9223981797793,0.83343888858784,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V280,numeric,12,2.0320384732617603e-05,975,775.7216471169332,0.7154004551858676,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V281,numeric,1269,0.0021488806854743116,23,0.26291031086963385,0.9523648711713286,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V282,numeric,1269,0.0021488806854743116,33,0.849862886871921,0.537027954879843,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V283,numeric,1269,0.0021488806854743116,62,2.429642566621341,0.4829679383509455,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V284,numeric,12,2.0320384732617603e-05,13,0.11453051739627416,0.9238376503739026,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V285,numeric,12,2.0320384732617603e-05,96,10.774501938198094,0.6008436517828113,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V286,numeric,12,2.0320384732617603e-05,9,0.03645784252314862,0.9708091741627831,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V287,numeric,12,2.0320384732617603e-05,32,1.1642304527193221,0.7905857131245259,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V288,numeric,1269,0.0021488806854743116,11,0.1857513718099978,0.8309266873815273,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V289,numeric,1269,0.0021488806854743116,13,0.3590782175172824,0.8265687603835926,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V290,numeric,12,2.0320384732617603e-05,58,0.591201969559186,0.9345297767421697,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V291,numeric,12,2.0320384732617603e-05,219,264.14499275351477,0.7839238782919692,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V292,numeric,12,2.0320384732617603e-05,173,14.251000290611236,0.8842104015389617,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V293,numeric,12,2.0320384732617603e-05,870,423.8993564603015,0.9253447762002818,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V294,numeric,12,2.0320384732617603e-05,1286,1562.3416914512538,0.8795738728730899,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V295,numeric,12,2.0320384732617603e-05,928,674.0746563053609,0.9060942072179473,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V296,numeric,1269,0.0021488806854743116,94,10.658557300066164,0.9107643172665887,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V297,numeric,12,2.0320384732617603e-05,13,0.3948267659397421,0.9529438062208735,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V298,numeric,12,2.0320384732617603e-05,94,10.081018328539399,0.9193332068928146,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V299,numeric,12,2.0320384732617603e-05,50,2.9729290311984777,0.940902040208085,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V300,numeric,1269,0.0021488806854743116,12,0.0838523635315694,0.9664857086128453,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V301,numeric,1269,0.0021488806854743116,14,0.10132115461944587,0.9628999221071459,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V302,numeric,12,2.0320384732617603e-05,17,0.23221659368457487,0.7623533515768939,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V303,numeric,12,2.0320384732617603e-05,21,0.3888873048057964,0.761181518911889,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V304,numeric,12,2.0320384732617603e-05,17,0.2790351635599932,0.7617420342473177,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V305,numeric,12,2.0320384732617603e-05,2,6.773564808388305e-06,0.9999932264007804,False,True,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V306,numeric,12,2.0320384732617603e-05,16210,5517094.6049382035,0.83343888858784,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V307,numeric,12,2.0320384732617603e-05,37367,19289602.31076072,0.5362150482280265,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V308,numeric,12,2.0320384732617603e-05,23064,9132026.153331077,0.7154004551858676,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V309,numeric,12,2.0320384732617603e-05,4236,13515.056997951915,0.9238376503739026,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V310,numeric,12,2.0320384732617603e-05,19136,124597.06395277032,0.6008436517828113,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V311,numeric,12,2.0320384732617603e-05,3098,10480.627994806713,0.9708091741627831,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V312,numeric,12,2.0320384732617603e-05,8068,29628.165162461075,0.7905857131245259,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V313,numeric,1269,0.0021488806854743116,5529,9197.379643859622,0.8309266873815273,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V314,numeric,1269,0.0021488806854743116,11377,30143.56688440491,0.8031499938059059,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V315,numeric,1269,0.0021488806854743116,6973,13654.675449631717,0.8265687603835926,False,False,False,False,,0.0021460771359433704,0.0022262014228330834,0
V316,numeric,12,2.0320384732617603e-05,9814,5153050.737139333,0.9253447762002818,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V317,numeric,12,2.0320384732617603e-05,15184,15840740.91281814,0.8795738728730899,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V318,numeric,12,2.0320384732617603e-05,12309,7802768.66839759,0.9060942072179473,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V319,numeric,12,2.0320384732617603e-05,4799,110426.51196721673,0.9529438062208735,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V320,numeric,12,2.0320384732617603e-05,6439,224201.59351637244,0.9193332068928146,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V321,numeric,12,2.0320384732617603e-05,5560,145964.62572347617,0.940902040208085,False,False,False,False,,1.7547646246470728e-05,9.679136621013405e-05,0
V322,numeric,508189,0.8605496664070174,881,3138.527367838897,0.8010831683889692,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V323,numeric,508189,0.8605496664070174,1411,11393.387749074178,0.7383759760051487,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V324,numeric,508189,0.8605496664070174,976,5421.066670802562,0.7643501596823353,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V325,numeric,508189,0.8605496664070174,13,0.09266832673095071,0.954305351483285,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V326,numeric,508189,0.8605496664070174,45,15.604829488996248,0.8824179427086496,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V327,numeric,508189,0.8605496664070174,19,1.8614675925861415,0.9119257811076975,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V328,numeric,508189,0.8605496664070174,16,2.496856430967074,0.8920838848344282,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V329,numeric,508189,0.8605496664070174,100,76.89682094851042,0.8756906412794015,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V330,numeric,508189,0.8605496664070174,56,22.353713496887096,0.8840086944906559,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V331,numeric,508189,0.8605496664070174,1758,38653869.08606509,0.8010831683889692,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V332,numeric,508189,0.8605496664070174,2453,124752719.71633424,0.7383759760051487,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V333,numeric,508189,0.8605496664070174,1971,63293727.05874101,0.7643501596823353,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V334,numeric,508189,0.8605496664070174,143,59468.3778110186,0.954305351483285,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V335,numeric,508189,0.8605496664070174,672,150256.61376478052,0.8824179427086496,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V336,numeric,508189,0.8605496664070174,356,75392.48484271573,0.9119257811076975,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V337,numeric,508189,0.8605496664070174,254,446874.6453851647,0.8920838848344282,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V338,numeric,508189,0.8605496664070174,380,1199100.3084603513,0.8756906412794015,False,False,False,False,,0.861961440802138,0.8216135120747229,0
V339,numeric,508189,0.8605496664070174,334,664138.1594519179,0.8840086944906559,False,False,False,False,,0.861961440802138,0.8216135120747229,0
id_01,numeric,446307,0.7557608290716971,77,205.86364341732576,0.5697031885906831,False,False,False,False,,0.7667654599150343,0.45225765861685135,0
id_02,numeric,449668,0.7614522301622244,115655,25488702625.324787,7.808507013459027e-05,False,False,False,False,,0.772494766414507,0.4569036441949378,0
id_03,numeric,524216,0.8876892335828225,24,0.3578807355136282,0.9634973765152886,False,False,False,False,,0.8960968770453975,0.6558099017567633,0
id_04,numeric,524216,0.8876892335828225,15,0.4914224565922111,0.991179663470237,False,False,False,False,,0.8960968770453975,0.6558099017567633,0
id_05,numeric,453675,0.7682375452975243,93,27.560993086818762,0.6776239359953239,False,False,False,False,,0.7791049647555525,0.4685186081401539,0
id_06,numeric,453675,0.7682375452975243,101,271.9565263501506,0.6672633617067913,False,False,False,False,,0.7791049647555525,0.4685186081401539,0
id_07,numeric,585385,0.9912707013919464,84,129.60016380071863,0.07934044616876819,False,False,False,False,,0.991701718090044,0.9793834389972415,0
id_08,numeric,585385,0.9912707013919464,94,680.4219633729248,0.09699321047526673,False,False,False,False,,0.991701718090044,0.9793834389972415,0
id_09,numeric,515614,0.8731229044603245,46,0.9679442397847223,0.9393001094413155,False,False,False,False,,0.8822570484508061,0.6212069883366403,0
id_10,numeric,515614,0.8731229044603245,62,7.7810082799880735,0.9726797106478392,False,False,False,False,,0.8822570484508061,0.6212069883366403,0
id_11,numeric,449562,0.7612727334304196,365,1.2714861533038633,0.9445587254748968,False,False,False,False,,0.7723017423057958,0.4570972269273581,0
id_12,categorical,446307,0.7557608290716971,2,,0.8529601408831543,False,False,False,False,,0.7667654599150343,0.45225765861685135,0
id_13,categorical,463220,0.7844007179869272,54,,0.45632265158655355,False,False,False,False,,0.7951628158356979,0.4875865072835503,0
id_14,categorical,510496,0.8644562603718631,25,,0.5512093348658238,False,False,False,False,,0.8658219229763615,0.8267918501669651,0
id_15,categorical,449555,0.7612608798726589,3,,0.48039153101393767,False,False,False,False,,0.7722964780119219,0.4569036441949378,0
id_16,categorical,461200,0.7809801198902699,2,,0.5127880006185248,False,False,False,False,,0.7908531139175646,0.5086870251173595,0
id_17,categorical,451171,0.7639973583499847,104,,0.5641928979902274,False,False,False,False,,0.7748233390714137,0.4654212844214296,0
id_18,categorical,545427,0.9236072069631185,18,,0.5650034358167269,False,False,False,False,,0.9273913493613534,0.8192421236025746,0
